text,lang,id,political,racial/ethnic,religious,gender/sexual,vilification,dehumanization,extreme_language,lack_of_empathy,stereotype,invalidation,other,polarization
@realDonaldTrump The Motley Crew?Seriously Donald? I guess its better than being the Putin Crew. #TrumpIsATraitor #TrumpConspired #LiarInChief #IllegitimatePOTUS #ImpeachmentInquiryNow,eng,hasoc_en_1451,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC just go out and stop the rain in india - pak match,eng,hasoc_en_1452,0,0,0,0,0,0,0,0,0,0,0,0
#BorisJohnsonShouldNotBePM   You must watch this https://t.co/5tl7L0Hzsq,eng,hasoc_en_1453,0,0,0,0,0,0,0,0,0,0,0,0
Changed in last five years     1.First decide religion of the #rapist.   2.if #Muslim hang them otherwise protect(some protect them 4 politics not all)  3.whatever the crime is done first decide religion.   4.if you say something not happening good in #india means you are a #traitor.,eng,hasoc_en_1454,0,0,1,0,0,0,0,0,0,0,0,1
@igitwp I’m not gonna waste my time on someone who believes in conspiracies #wasteoftime #fuckoff #dickhead #scatterbrain #provaccines #9/11wAsaninsidejob #thefrogsaregay #nibba,eng,hasoc_en_1456,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump @foxandfriends @FoxNews Just heard parts of it. It’s clear that   #TrumpIsATraitor   #TrumpLiesEveryTimeHeSpeaks   #DerangedDonald   #TrumpIsUnhinged   #TrumpIsADisgrace   #UnfitForOffice   #VoteBlueToSaveAmerica   #TrumpColluded,eng,hasoc_en_1457,0,0,0,0,0,0,0,0,0,0,0,0
All supporters in field must carry placard with balidan insignia #DhoniKeepsTheGlove,eng,hasoc_en_1458,0,0,0,0,0,0,0,0,0,0,0,0
Bengal healthcare in coma as over 700 doctors quit     READ: https://t.co/QfezMA4YJA     #DoctorsFightBack #DoctorsStrike https://t.co/DbYp87UcEI,eng,hasoc_en_1463,0,0,0,0,0,0,0,0,0,0,0,0
New India is fighting against Fraud leaders    Doctors fighting Mamta in Bengal    Engineers like E Sreedharan fighting in Delhi     #DoctorsFightBack   #MetroMan,eng,hasoc_en_1465,0,0,0,0,0,0,0,0,0,0,0,0
The 🧕☪️🕋🐽 Islamic onslaught in West Bengal: A saga that started long before the current state regime made it worse   #WestBengalClashes  #India Modi  @PMOIndia @rsprasad @AmitShah @narendramodi    #Savethedoctors  #DoctorsFightBack https://t.co/rJlK7gL8fM via @opindia_com,eng,hasoc_en_1466,0,0,0,0,0,0,0,0,0,0,0,0
@benmaller And people switching to the day shift will live longer. #fact. @benmaller is trying to shorten people's lives. He is a killer. #murderer,eng,hasoc_en_1467,0,0,0,0,0,0,0,0,0,0,0,0
@johnpavlovitz @realDonaldTrump Perhaps you prefer the #rapist #BillClinton or the #murderer #HillaryClinton ?,eng,hasoc_en_1468,0,0,0,0,0,0,0,0,0,0,0,0
2018/2019  Budgeted Operating expenses for PM House was 12 Crore Rs.  Actual operating expenses incurred are 18.5 Crore Rs.    #TellThem  #AltafHussain  #imranhataomulkbachao,eng,hasoc_en_1471,0,0,0,0,0,0,0,0,0,0,0,0
Evening Retweet Party!! 🥳🥳🥳     For @CajunBlueAZ1 come on #resisters let’s show her some love 💙❤️💙❤️  #ResistTogether   #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment :,eng,hasoc_en_1473,0,0,0,0,0,0,1,0,0,0,1,1
#DoctorsFightBack    Doctors playing in the hands of bjp and bjp is not going to let it go this easily.,eng,hasoc_en_1474,0,0,0,0,0,0,0,0,0,0,0,0
Congratulations Michael Phelps for winning Cricket World Cup 2019    #ShameOnICC https://t.co/q3mN7GtnkF,eng,hasoc_en_1475,0,0,0,0,0,0,0,0,0,0,0,0
Yesterday's #INDvsNZ match .😂😂😂 #ShameOnICC https://t.co/TM2j0MFNkk,eng,hasoc_en_1476,0,0,0,0,0,0,0,0,0,0,0,0
Fuck Trump and anybody who voted for that Lyin POS!  #FuckTrump https://t.co/sudpYAU1Eu,eng,hasoc_en_1477,1,0,0,0,0,0,0,0,0,0,0,1
So hanging out in the ER tonight.. doc thought severe numbness &amp,eng,hasoc_en_1478,0,0,0,0,0,0,0,0,0,0,0,0
This @abhishekroy works at RML Hospital and was a student of  #KolkataMedicalCollege. Listen to what he has to say over the ongoing face-off of between Doctors and @AITCofficial government. #doctors_against_assualt #DoctorsFightBack #DidiVsDoctors     @mayukhrghosh  @SreyashiDey https://t.co/afnprIaIha,eng,hasoc_en_1482,0,0,0,0,0,0,0,0,0,0,0,0
All critical patients and term pregnant ladies are being given due care in all hospitals! Help us keep yellow journalism at bay! DON'T QUESTION OUR HUMANITY.  #DoctorsFightBack #Savethedoctors #Bengal @narendramodi @ZeeNews @republic @ArnabGoswamiRtv @sabya_mukherjee @sumersethi https://t.co/Pgl6Yrh11h,eng,hasoc_en_1485,0,0,0,0,0,0,0,0,0,0,0,0
Pull the wool from over your eyes people!!     Rest assured the #douchebAG Barr has cleverly destroyed any damaging evidence and constructed a proper defense for any misconduct claims which may arise.    Hook.Line.Sinker! https://t.co/hE3FdjRR3F,eng,hasoc_en_1487,0,0,0,0,0,0,1,0,0,0,1,1
Please do not follow O.J.Simpson. We don't need to give ANOTHER egomaniacal narcissist a platform...Thank you. #OJSimpson #evil #MURDERER,eng,hasoc_en_1488,0,0,0,0,0,0,0,0,0,0,0,0
Today's World Trending #ShameOnICC  😜    #ICCWorldCup2019 #ICCWorldCup #INDvNZ https://t.co/JWgLyobHNi,eng,hasoc_en_1496,0,0,0,0,0,0,0,0,0,0,0,0
#IdiotTrump Flips Out At #FoxNews And Falsely Claims #Taxes Aren't #Tariffs https://t.co/6PjlZOPoH1,eng,hasoc_en_1497,0,0,0,0,0,0,0,0,0,0,0,0
Warrior Woman Thursday retweet party for @BeamMEupET237  #001    #DumpTrump2020   #fucktrump    Follow her     Then follow all  Who    Like :    Retweets :    Comments :    Vett as u go     Let's unite with Theresa 💙 https://t.co/gnY5CiohuB,eng,hasoc_en_1498,0,0,0,1,0,0,0,0,0,0,0,1
#ToryLeadershipDebate Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris https://t.co/2KQrLppQDn,eng,hasoc_en_1499,0,0,0,0,0,0,0,0,0,0,0,0
Cannot wait until Sunday &amp,eng,hasoc_en_1500,0,0,0,0,0,0,0,0,0,0,0,0
Saw this earlier. I'd just like to confirm to the world that Brock Turner (#BrockTurner) is indeed still a rapist (#rapist) https://t.co/4tMujZ6oMn,eng,hasoc_en_1501,0,0,0,0,0,0,0,0,0,0,0,0
The beauty at its beauty. Well crafted. High Performance. #OnePlus7Pro in new 'Almond'    @suriyaisthebest @Pavankumarnamba @Siva79999352 @JillaMassVijay - Get it now on @amazonIN 👇    #OnePlus7 #OnePlus7IsHere #OnePlus7Pro #OnePlus  #ShameOnICC #FridayMotivation #FridayFeeling,eng,hasoc_en_1502,0,0,0,0,0,0,0,0,0,0,0,0
Who needs to see Boris in a debate? This is all we need to know. #BorisJohnsonShouldNotBePM #ScotlandDoesntVoteTory #DemocracyIsAJoke #GlobalElite https://t.co/Xvh1dLKEWK,eng,hasoc_en_1503,0,0,0,0,0,0,0,0,0,0,0,0
Luke at it again. Hero. ♡♡♡#fucktrump https://t.co/GWHwVpmffM,eng,hasoc_en_1504,0,0,0,0,0,0,0,0,0,0,0,0
ICC you can stop dhoni but can't stop his fans . 🇮🇳 Jai Hind .  #Msd #DhoniKeepsTheGlove #CWC19 #INDvAUS #BalidanBadge https://t.co/0ASG73UmO4,eng,hasoc_en_1506,0,0,0,0,0,0,0,0,0,0,0,0
Token strike today. Various hosp &amp,eng,hasoc_en_1507,0,0,0,0,0,0,0,0,0,0,0,0
#ImpeachTrumpNow WE NEED TO REMOVE THIS MOTHERFUCKER RIGHT NOW!!! AMERICA HAS FALLEN TO IDIOTS!!! #FUCKTRUMP,eng,hasoc_en_1508,0,0,0,0,0,0,1,0,0,0,1,1
#DoctorsFightBack #DoctorsProtest #DoctorsStrike dear media &amp,eng,hasoc_en_1511,0,0,0,0,0,0,0,0,0,0,0,0
This tweet is only in solidarity of of all my Doctor friends across the country. You deserve better than this. Way better than this.     #DoctorsFightBack .,eng,hasoc_en_1512,0,0,0,0,0,0,0,0,0,0,0,0
Hump Day High Noon Retweet Party. 🥳🥳🥳     For @Ironhorse76 come on #resisters let’s show her some love 💙💙    #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment : https://t.co/GD4KbWL3hP,eng,hasoc_en_1513,0,0,0,0,0,0,0,0,0,0,0,0
Hump Day retweet party🥳🥳🥳   for my Ex #twitterwife @fuckthewall2019     #Extwitterwife  #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment : https://t.co/L9bUc5AdXn,eng,hasoc_en_1514,0,0,0,0,0,0,0,0,0,0,0,0
@ICC @cricketworldcup @UberEats #shameonicc  Waiting for 4 years for such a grand Tournament and four-matches are abandoned next time be focused on the venue instead on the wicketkeeper's gloves,eng,hasoc_en_1515,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC for organising such an important tournament at such a time when half of the matches are getting washed away...... https://t.co/rYwp6ORTPk,eng,hasoc_en_1516,0,0,0,0,0,0,0,0,0,0,0,0
Priceless! 🤣   Reliving old memories with your son!   'Melania T' 😜     #FuckTrump https://t.co/TAELLltN7T,eng,hasoc_en_1518,0,0,0,0,0,0,0,0,0,0,0,0
Ladies and gentlemen...... I give you Boris Johnson your next PM 😱🤦‍♂️     #scotlandsforeurope #Scotland #ScotlandisNow #IndyRef2 #Scotref #BorisJohnsonShouldNotBePM #BorisJohnson https://t.co/rE2CMU5Vmc,eng,hasoc_en_1520,0,0,0,0,0,0,0,0,0,0,0,0
@DanielCollins85 @Muscles4851 @BeattieDoug @ColmDore Doug is a fence jumper looking for relevance. If or when a war crimes tribunal (doubtful) is set up to look into Afghanistan or Iraq Dougy will not be so outspoken. His book will be used as evidence aga,eng,hasoc_en_1521,0,0,0,0,0,0,0,0,0,0,0,0
#NRSMCH  Kolkata incident shouldn't have happened .They must be given justice not because they are doctors but they are human  being.   #DoctorsUnderOppression #DoctorsFightBack,eng,hasoc_en_1522,0,0,0,0,0,0,0,0,0,0,0,0
Mass Murderer Yasin Malik has human rights but doctors don't have!    Save doctors of your state before crying for save democracy.    West Bengal want Freedom from @MamataOfficial.     West Bengal want freedom from violence and political Terrorism.    #DoctorsFightBack #DoctorsStrike,eng,hasoc_en_1523,0,0,0,0,0,0,0,0,0,0,0,0
#TrumpIsNotTheMessiah #TrumpIsACriminal #TrumpIsANationalSecurityThreat #TrumpIsAFraud #TrumpIsATraitor #TrumpIsAMoron     The Belief That Trump Is a Messiah Is Rampant and Dangerous | Psychology Today https://t.co/teXC8y1agk,eng,hasoc_en_1524,1,0,0,0,0,0,0,0,0,0,0,1
Who's excited for the debates in 2 weeks? #DEMOCRATS2020 #BLUEWAVE2020 #KEEPTHEWAVEGOING #FUCKTRUMP #DUMPTRUMP,eng,hasoc_en_1525,0,0,0,0,0,0,0,0,0,0,0,0
@siddtalks @ZeeNews Its @NEWS9 airing the Fraud n Duping by #IMAfraud #ImaJewels in Bangalore for last 4-5 days.Most biggies of politics from Bangalore seems to be under pressure.,eng,hasoc_en_1526,0,0,0,0,0,0,0,0,0,0,0,0
I request all Muslim friends to keep the money in bank here onwards if your not feeling like taking interest from that please contribute same to poor people or disabled people.. Dont get cheated by the name of religion #IMAJewels #Imafraud #Imascam @MuslimAdvocates @muslimvoices,eng,hasoc_en_1527,0,0,1,0,0,0,0,0,0,0,0,1
Non doctor but sensible people of this country. This is thought to ponder upon. Voice your opinion. Share your your happy stories abkut health care.  Stay with Doctors. Show your solidarity.  #DoctorsFightBack https://t.co/CmMXUtpc46,eng,hasoc_en_1528,0,0,0,0,0,0,0,0,0,1,1,1
Our voices shall be heard ! This cause needs more media coverage because public health and education do matter and being oppressed in this brutal way is NOT okay ! #medicalstudent #DoctorsUnderOppression #DoctorsFightBack #DoctorsProtest https://t.co/ngSsN3lVFH,eng,hasoc_en_1529,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump I hope you do not have a Happy Birthday Mr. President. You can go and kiss my skinny 16 year old ass because never will you ever be my goddamn president and I don’t care what the hell you think!!! #FuckTrump https://t.co/EaxFfvOPGI,eng,hasoc_en_1530,0,0,0,0,0,0,1,0,0,0,1,1
Missouri Lawmakers Are Desperate to Make Sure Voters Don’t Have a Say When It Comes to Abortion #Resist #ResistTrump #FuckTrump https://t.co/I9CWKFCXdl,eng,hasoc_en_1531,0,0,0,0,0,0,0,0,0,0,0,0
@BCCI every single Indian who r going to watch #WorldCup2019 in stadium...plz take army insignia with you #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeSaathDesh #BalidaanBadge,eng,hasoc_en_1532,0,0,0,0,0,0,0,0,0,0,0,0
#IAgreeWithRory @RoryStewartUK #BorisJohnsonShouldNotBePM #C4debate #BritishandAshamed so sorry @AgnesCPoirier #YellowRose 💛 from #BritInFrance 💐 https://t.co/6OKwenJKwe,eng,hasoc_en_1533,0,0,0,0,0,0,0,0,0,0,0,0
@natacchelpline Who does the voice over for your advert because he has the exact same voice as Ian Huntley and I think of him every time I hear it. #murderer #NationalAccidentHelpline,eng,hasoc_en_1534,0,0,0,0,0,0,0,0,0,0,0,0
#BorisJohnson isn't daft- he wasn't on #C4Debate and he didn't attend the Q&amp,eng,hasoc_en_1535,0,0,0,0,0,0,0,0,0,0,0,0
#MarshallUniversity Ex #Student Fights #College Over Fate of Alleged #Rapist https://t.co/FZvguG55Qc,eng,hasoc_en_1536,0,0,0,0,0,0,0,0,0,0,0,0
@Madonna Thank God for U! #MadameX #Madonna #Crave #madonnapride #PrideMonth #pride  Fuck the haters  #fucktrump #garbage,eng,hasoc_en_1539,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump … says the guy who was installed by Putin!    #NotMyPresident   #ImpeachTrumpNow   #TrumpIsATraitor,eng,hasoc_en_1540,0,0,0,0,0,0,0,0,0,0,0,0
In most cases over recent years it has involved unwillingness to pay fees &amp,eng,hasoc_en_1541,0,0,0,0,0,0,0,0,0,0,0,0
@ReignOfApril @Oprah @OWNTV Consumate Asssssssssshoooooooooole @realDonaldTrump had a significant hand in that trauma.     #FuckTrump,eng,hasoc_en_1542,0,0,0,0,0,0,0,0,0,0,0,0
Thank you @nedprice for doing what @kwelkernbc didn't!! @msnbc keep that hag Conway OFF THE AIR!! #VOTEBLUE2020 #Resist #Resistance #TheResistance #FuckTrump #DoYourJobMitch #DitchMitch  #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #FlipTheSenate #TraitorTrump https://t.co/6TS44b1QQG,eng,hasoc_en_1543,0,0,0,0,0,0,1,0,0,0,1,1
Do u support him for his action? Is this right or wrong? Comment below👇👇👇 #DhoniKeepTheGlove #DhoniKeepTheGloves #Dhoni #DhoniKeepsTheGlove #dhonigloves #DhoniVsICC #DhoniKeepBalidaanBadgeGlove #mahendrasinghdhoni #WorldCup2019 #WC2019WithTimes https://t.co/jjzYZPa045,eng,hasoc_en_1544,0,0,0,0,0,0,0,0,0,0,0,0
More evidence piles in.      Happy #JohnMcCainDay #TrumpIsATraitor #TrumpCrimeFamily #Oreo #DitchMitch2020 #arrestBARR  #Vets https://t.co/1R3hhH3mxW,eng,hasoc_en_1545,0,0,0,0,0,0,0,0,0,0,0,0
@BCCI you contribute around 30% of the total @ICC 's revenue. Despite this you are acting helpless.              Take a stand. Be brutal when it comes to our Indian Para Forces.   #BalidaanBadge is our national pride.  #DhoniKeepsTheGlove    Thank you @ms,eng,hasoc_en_1549,0,0,0,0,0,0,0,0,0,0,0,0
Where were the IMA &amp,eng,hasoc_en_1550,0,0,0,0,0,0,0,0,0,0,0,0
Happy #JohnMcCainDay @realDonaldTrump you fat piece of shit! #fucktrump https://t.co/KZT0pK8Ogj,eng,hasoc_en_1551,0,0,0,0,0,0,0,0,0,0,0,0
Eton College. School Report. 1982. https://t.co/R7jT92nuhX #BorisJohnsonShouldNotBePM,eng,hasoc_en_1552,0,0,0,0,0,0,0,0,0,0,0,0
I genuinely can’t believe Nazanin still hasn’t been released. Even more unbelievable is that Boris Johnson could be our next PM. Our Government should hang their heads in shame. #FreeNazanin #BorisJohnsonShouldNotBePM https://t.co/T6aXIv8M14,eng,hasoc_en_1553,0,0,0,0,0,0,0,0,0,0,0,0
White House Reportedly Blocked Written Testimony of Official on Climate Change #Resist #ResistTrump #FuckTrump https://t.co/dtvr8sbVXs,eng,hasoc_en_1555,0,1,0,0,0,0,0,0,0,0,0,1
@realDonaldTrump This is the report that your own people have not briefed you on because they don't trust you where Russia is involved. Your own insider's know you are compromised by russia.  #TrumpIsADisgrace   #TrumpIsATraitor   #RussianAsset  #PutinPup,eng,hasoc_en_1556,0,0,0,0,0,0,0,0,0,0,0,0
Are you going to Donate Blood today?   You can save a lot of people today...    #donateblood #donate #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #SaveBengal #SCOSummit2019 https://t.co/RXv1669BeA,eng,hasoc_en_1557,0,0,0,0,0,0,0,0,0,0,0,0
Where does a douchebag get fitted? https://t.co/pi5e6X1vRk #trump #douchebag #donjr #erictrump #jaredkushner #menswearhouse #TrumpUKVisit,eng,hasoc_en_1559,1,0,0,0,0,0,0,0,0,0,0,1
@grahamlithgow #JohnnyMercer said he wants Britain back on it's feet again It's #BREXIT that's knocked Britain off it's feet Solution to the problem is to #revokearticle50  #borisjohnson @BorisJohnson #BorisJohnsonShouldNotBePM,eng,hasoc_en_1560,0,0,0,0,0,0,0,0,0,0,0,0
Pic 1:- Indian grounds    pic 2:- Others grounds    #ShameOnICC #INDvNZ #CWC19 https://t.co/eaBkxe55X4,eng,hasoc_en_1561,0,0,0,0,0,0,0,0,0,0,0,0
Count duckula and igor or @BorisJohnson  and @Jacob_Rees_Mogg ?  #conservativeleadership #ToryLeadershipContest #BorisJohnsonShouldNotBePM https://t.co/F58Mde8qav,eng,hasoc_en_1562,0,0,0,0,0,0,0,0,0,0,0,0
Day 5th. No trace of Aircraft. #AN32Aircraft #MissingAN32.  #DhoniKeepsTheGlove #DhoniKeepTheGloves #DhoniAtCWC19 #Dhoni @ysjagan @PrashantKishor @pappuyadavjapl @dileepyadavjnu @yadavakhilesh @Mayawati @yadavtejashwi @laluprasadrjd https://t.co/eRqY3ZuvYf,eng,hasoc_en_1563,0,0,0,0,0,0,0,0,0,0,0,0
@ICC @bcci @msdhoni #DhoniKeepsTheGlove     If u can allow namaz on ground    If u allow save gaza band    If u allow salute on ground    Then whats wrong in balidaan badge    R u a fool icc or its clear u hv double standard u r not keeping ur words    Wo,eng,hasoc_en_1566,0,0,0,0,0,0,0,0,0,0,0,0
#ShameOnICC who is better,eng,hasoc_en_1567,0,0,0,0,0,0,0,0,0,0,0,0
Hey Is It True The Obama's R Getting A Divorce?  #ObamaMyPresident #FuckTrump,eng,hasoc_en_1568,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepsTheGlove Anything Abrahamic cricketing countries display on field = ok. #cricket journos and writers (including Indian) have high population of #Hinduphobic leftists. hypocrisy a clear indication of the #Hinduphobia to come.,eng,hasoc_en_1569,0,0,0,0,0,0,0,0,0,0,0,0
This cop called for America to slaughter all ‘sodomite reprobates.’ They’re letting him ‘retire.’ #Resist #ResistTrump #FuckTrump https://t.co/2gu2um9WfK,eng,hasoc_en_1573,0,0,0,0,0,0,0,0,0,0,0,0
#India request Doctors kindly  immediately call off the strike. Newborns are dying without their help #DoctorsProtest #DoctorsFightBack #DoctorsStrike,eng,hasoc_en_1574,0,0,0,0,0,0,0,0,0,0,0,0
Read #borisjohnson's @Wikipedia page,eng,hasoc_en_1575,0,0,0,0,0,0,0,0,0,0,0,0
Can we do a FB party for those that have gotten screwed over?   For everyone who ended up in Twitmo?   Let’s get some followers back.   #TrumpIsTheEnemyOfThePeople   #TrumpIsADisgrace   #TrumpIsAFraud   #TrumpIsATraitor   #TrumpIsAMoron   Please RT and follow back! https://t.co/kfEpIJwnTH,eng,hasoc_en_1576,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump WRONG Stop with the lies you sick evil  #DEMENTED   #LyingTrump   #PutinsPuppet   #TRUMPcriminalIMPEACHMENT   #TrumpCrimeFamily   #locktrumpup   Just resign you will never lie you way out of this.   #TrumpIsATraitor,eng,hasoc_en_1578,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump FAKE NEWS #TrumpIsATraitor #TrumpRussia #TrumpLies #TrumpCrimeFamily #TrumpMustGo,eng,hasoc_en_1579,0,0,0,0,0,0,0,0,0,1,1,1
Justin Bieber challenges Boris Johnson to a TV debate  https://t.co/Mm4ChBZtcJ  #ToryLeadershipDebate #borisjohnson #JustinBieber #politics #comedy @haveigotnews @NewsjackBBC @bbcbreakthenews @PrivateEyeNews @TheNewsQuiz @BBCNowShow #BorisJohnsonShouldNotBePM,eng,hasoc_en_1581,0,0,0,0,0,0,0,0,0,0,0,0
Being a doctor onbehalf of entire medical fraternity.   #Savethedoctors #SAVETHESAVIOUR #DoctorsProtest   #DoctorsFightBack   #medicalstudent #DoctorsStrike   #DoctorsUnderOppression https://t.co/xu4xMbLMAb,eng,hasoc_en_1583,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Well isn't that the pot calling the kettle ZERO CREDIBILITY 😂😂😂😂 Maybe if you didn't LIE ABOUT EVERYTHING you'd have an ounce of credibility but we all know you #TrumpIsATraitor and you will be leaving very soon. #TrumpDerangementSynd,eng,hasoc_en_1584,0,0,0,0,0,0,0,0,0,0,0,0
#FUCKTRUMP LETS GO #BIDEN2020😂😂 https://t.co/aOW3YBV4E5,eng,hasoc_en_1585,0,0,0,0,0,0,0,0,0,0,0,0
ICC should never mess with #Dhoni because #DHONIKESAATHDESH     https://t.co/qs6wft1mim…     #dhonigloves #DhoniKeepBalidaanBadgeGlove #DhoniKeepsTheGlove https://t.co/nt6mNbmD2y,eng,hasoc_en_1586,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepsTheGlove  *dhoni gloves controversy*  BCCI to ICC : https://t.co/oo2RH6EE3S,eng,hasoc_en_1587,0,0,0,0,0,0,0,0,0,0,0,0
There's some really intense melting in the Arctic right now #Resist #ResistTrump #FuckTrump https://t.co/0vzMpVicDS,eng,hasoc_en_1588,0,0,0,0,0,0,0,0,0,0,0,0
Seniors greeted and cheered by juniors after mass resignation.. This is life.. This is unity.. This is pride.. Kudos.   #DoctorsFightBack https://t.co/qzVdtqWUUe,eng,hasoc_en_1589,0,0,0,0,0,0,0,0,0,0,0,0
YAY for USA!    #Rape #USA #Rapist #ProtectedSpecies #Women #Gilead #GOP #WhiteMalePrivilege https://t.co/ZOfRE8ShZI,eng,hasoc_en_1592,0,0,0,0,0,0,0,0,0,0,0,0
King Joffrey: 47%  Donald Trump: 41%    #FuckTrump   #Trump41,eng,hasoc_en_1594,1,0,0,0,0,0,0,0,0,0,0,1
